coding,jobid
511:511:166:0:423:487:414:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128,18897337
503,18887943
0,18671858
0:167,18793744
6:0,18152834
272,18752739
0:0:0,17849771
191,18588854
15,18125391
0,17952861
0,18126613
44:0:0:238:96,18381122
400:400:400,18712922
511,17836475
14:4:63,18574319
436:502:160:38:166,18302441
14,18242441
129,18113582
400,18451066
165,18553500
0:0,18260158
1:1:511:65:1:7:129:7:7:135:135:135:6:128:0:128:0:128:128,18179344
96:324:96:324,18358046
4:134:4:134:0,18354056
0,18782239
0,17845139
0,18050457
390:158:495:358:353:422:110:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8:8,18813935
0:0:0:0:0:6:0,17609872
0:166:96:166:0,18619942
0,17949263
135:128,18268459
66:66:66,18505905
501,17931522
0,18267834
0,18792953
0,18833492
384,18283178
0,18200708
304:0:0:0:0:468:166:130:128:130:128:130:130:128:130:128:130:130:128:130:128,18837431
0:0,18173595
32:32:62:32,18881957
272,18400889
0,17607227
0:8:0:0,18738557
432:415:294,18100903
0,18151802
0,18551311
64:72:238:66,18472426
5:280:8,18307650
0,18663560
176,18382260
130:128:128,18811919
0,18226798
0,18298598
510:96:0,18441635
0,17993948
135:129,18105432
0,17604363
401:279,17937037
0,18139828
0:0:0:0:0:0:6,18679214
406:400,18442318
0:0,18838711
0,17872169
0,17608931
0:0:0:0,18419938
0:80:239:239:174,18291990
160:0:511:511:166:511:230:160:0:128:160:160:160:0,18603203
0,18026448
0:0,18132541
0,18039912
235,18197080
400:400:278:0:1,18793967
0:0:174:0,18248215
0:0,18721620
468:102,18439752
0:511:511:166:191:511:7:1:1:1,18301361
406:14,18072629
0,18873932
0,18516292
0,18460280
368:368,18222745
8,18883340
167,17809760
317,17865492
416:166:416,18123727
0,17878344
0,18644703
254:0:501,18294027
129,18891693
0:14:0:1:0:260:31:272:272:272:272:272:272:272:272,18571106
231:165,18509276
0:0:0:0:0:0:0:0:0:0:0:388:166,18211086
0,17896905
511,18254053
0,18812840
400:0:0:0:0:32,18659822
0,18852296
174:0,18123196
1:167:1:1,17924725
511,18644209
0:0:0:0:0,18054918
0,17993977
407:471,17948058
129:191:96,17815810
0,18727838
129:135:129,18335601
0:6:6:0,18490256
0,18011508
0,18182489
0,18684400
0:0:6:276,18394458
511,18267102
0,17854513
160,18802781
0,18699609
0,18868024
0:368:336:6:4:0:255:400:400:400:400,18600589
511,18000137
370:96,17604024
400:438:400:438:400:436:166,18451072
384:417,18138159
0,18685741
0,18257605
128,18829822
0:166:8,18257092
0:0,18274882
0,18197085
0,18209012
0,18685109
503:511,18395187
231:511:1:65:1:1:1:278:6:44:6:0:36:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18183877
256:8:47:129:129:7:278:272,18840167
496,17887273
445,18518064
511,18311068
0,18415362
511,18001163
0:40,18368611
401:409,18342923
0,18551329
0:0:0:0:0:0:175:128:128,18726371
0:0:0,18720462
0:0:0:0:0:351:400:400:400,18688862
15:415:502:496:166:160:190:511:246:6:0:6:6:6:6:6:0:6:6:6:6:6:6:6:0:0:6:503:487:230:230:230:38:502:502:510:503:230:230:228:32:38:38:6:6:6:6,18488038
0,18056153
272:272:272:272:272:278:286:272,18847870
0:0:0:70:4:511:511:511:511:511:511:511:511:511:511:511:503:511:511:503:511:511:503:511:502:164,18539299
0,18883547
8:8:0:32,18743290
0:0,18182824
0,18542248
4:4:167:175:167:191:6:0:0:0:0:0:0:0:0:0:0:0:0:6:4:4:0,18669651
502:432:432:447,18409859
1:1:39:511:1,18124231
447:7:3,18512976
128,18063540
407:279:272,18386084
0,18462966
0,17892662
0:0:0:128:128,17872547
0,18082582
384,17823165
0,18773405
272,17991047
0,17927080
380:272:500,18584976
400,18704309
0,18212315
400,18032963
0,18511051
0,17922080
400:404:406:400,18447673
160:166:438:12:0,18582376
0,18547977
501,18553460
511,18519694
433,18066846
0,18583806
55:1,18883657
255,18393083
0,18465818
253:96,18518334
1:0,18329097
0,18465551
129:129,18141335
0,18465154
0,18515888
0,17946177
256:16:392,18457921
0:0:0:0:0:0:0:0:0:0:0:388:174:0:0:0,18200655
0,18358929
102,18132896
511,17873343
0,18748943
104:324:447,17873303
0,18633330
0:0:0:142:0,18163642
0,18601202
509:0:0,18518076
400:400:400:404:6,18413719
496:496:496:496:496:496:502:416:496:496:416:496:496:496:496:496:496,18881051
0,18703408
0,18487380
0,18627584
503:400:400:400:166:167:167:0:0,18873954
0:0,18291244
511,18686549
256,18757547
32,18126401
0,18182854
0:0:0:0:0:1:1,17983964
7:129:6:8:0:480:384:384:384:384:384:384,18806981
511:110:308:508,18708645
0:0:128:0:0:439:311:0:128:0:0:128:128:0:128:128:0:0:128:0:0:128:128:0:0:128:0:0:128:128:0:0:128:0,18514411
135,18891463
174:0:0:0:0:0:0:0:0,18249777
0,17828844
0,18706302
0,18483088
0,18767507
255:191,17942819
161:167,18534792
1,17977338
0,18289368
0,18206998
0,17927283
447:377:273:311:305,18000222
160,18798197
63:159:255,18581276
129:129:129,18090172
0:0,18838966
439:39:1,18296560
384:384:384,18518798
0,18251900
0,18256775
0,17897005
0,18045108
0:0:0:0:0:0:0:0:0:0:0:0:38:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,17939893
0,18439594
0,18738593
0,17843144
28,18671916
32,18240149
0,18118459
0,18466970
0,18711653
0:0:102:0:0,17904267
400:400:502:400:400,18142367
0:38:1:1,17940985
0,18861204
0,18164192
129:135:135:129:129:1:1,17942640
511,18662030
6,18118908
0,18137500
0,18718304
6:0,18152894
8,18037931
102:382:276:6:96:324:278:272:272,18486465
128,18218484
0,17990997
368,18588261
0:160:0:0:0:0:39:1,18684052
0,18559785
0,18218373
0,18287530
0:0:0:0:0:0:0:0:0:0:0:135:311:0,17843386
208,18185468
0,18110147
137:129:135,18895623
128:128:503:407:278:406:272:511:0:0:0:0:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,17911094
0,17892418
273:273:273:273:273:287:287:273,18515423
384:384:400:384,18184619
0,17930679
0,18602247
447,17979810
0:0:447:191,18770395
0,18792066
0,18089474
166,17921241
0,18370625
40,18633085
0,18729354
511:0:0,18246031
0,18824822
0,18043714
0,18666621
0,18519654
0,18601454
503:503:503:503:439:423:174:0:0:0:0:0,18875108
0,18119152
166,17945651
0:0:0:0:0:0:0:0:0:0:0:388:174:0:0:0,18186184
324:102:0,18717467
0:0,18260754
0,18527344
0,17938532
0,17873242
0,18610028
0:0,18176840
0,18107168
0:6:32:32,18402750
0,18859165
64,18462785
511:191:63,18715326
502:470:502:127:294:446,18465165
134:191:511:257:257,18255836
134:0:0:0:0:0:407:471:471,18413282
273,17973061
0,18196968
163,18830929
0,17603145
0:4,18650028
128,18205501
0,18735848
415,18716794
401,17861978
0,18703510
0:14:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18252886
0,18100536
32:256:256:256:256:256:256:256:256:256:256:262:311:256:32:256:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:256:0:256:256:256,17975350
511,18765301
0,17905133
0,18167933
255:101:511,18303106
511,18183972
0:32:0:230,18562225
0,17914220
0:0:0:4:0:0:0:0:47:511:0:255:511:511:511:511:511:511:511:511:511:511:511,17604475
0:128,18757864
7:129,18325437
470:502:400:400:400:400,17960908
0:0:0:0:0:0:262:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:256:0:0,18113721
432:6:0:0,18524745
0,18743087
0,17876284
0:0:0:0:0:7:255:0:0:0:0:0:0,18850923
256:256:256:256:294:495:294:256:256:256:256,18480127
0,18899169
47:31:2,18523341
0,18586020
0,17806475
318,18211910
471:407:471:471:407:407:407:471:401,18116345
0:0:0:0:0,18234857
0:0:0,18443289
0,18667595
0,17933065
511,18091602
40,17885175
34,18265257
0:0:0,18521285
0,18299408
0:0:0:0:32,18065023
0:0:174:0,18248481
272,18369114
6:0:0:0:0:0,18430494
88,17909989
0,18499377
0,17927070
0:0:0:0,17896705
511,18566057
0,18514299
1:1,17944093
0,17864031
318,18243222
0:8:0:0,18866201
0:0,18593028
0:278:0:0:0:0:7:1:1,18550414
257:257:39:511:257,18048519
0,18758197
0,18266251
14:0,18392923
0,18604916
511,18189940
280,18026626
253,18313665
500,18478494
0:128,18624060
16,17892288
0:0:0,18522484
129:129:1:161,17812074
135:131:131,18177291
230:164,18383180
0:0:0:0:0:0:0,17925368
439:438:406:438:502:128:503:128:128:128,18509846
8,18288176
0,18472633
400,18084701
72,18490759
273:277:279:273,17995806
1:1:1:1:7:14,17607554
112:0,18166968
224,18094387
160:160:0:160:160:432:102:160:160:160:0:160:160:0,18732609
400:400:400:6,17936687
2:0:6:2:2:2:23,18520686
0,18069297
0,18376088
0,18567501
0,18558171
30:0,17958174
191:272:272:279:31,18432801
1,17904314
0,18616230
511:439,18443295
0,18262691
0:32,18092611
0,17825346
0:0,18695550
432:432,17848734
0,17997424
0,18528961
40:8:128:128:166:154:78:0:32:32:32:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18353917
384:14:0:42,18531590
0:0:0:0:0:129:129:1:1:1:1,17920426
128,17974286
384:385,17832003
0,18475247
496,18057239
0,18240891
239:160,18776758
0,18727415
24,18109564
0,18346207
0,18308947
0,18770182
0:0:14:0,18324058
0,18308835
0,17949119
0,17882807
0,17843013
14:1:1,18365029
0:0,18118759
134:496,18393783
0:0,18353715
407:503,18288913
227,18403368
278:272:273,18261721
0,18415354
0,18206043
318,18241929
239,18311597
0:0,18353688
0,18022505
32,18727510
64,17884661
0,18084077
1,17974283
0,18197947
0,18716629
8,18637258
137:129,18886234
0,18456310
0,18039475
160,18828202
0,18338143
0,18620818
501,17930323
511,18895994
0:0:0:0:0:128:6:0:0,18517796
439:407:311:447:447:278:439:272:272:272:272:272:272:400:272:272:272:272:272:272:272:400:272,18339782
511,18448968
0,18241181
32,17858798
130:131:130:238:0:0,18390161
0,18026496
0,18087904
8:0:32,18434112
438:439,18808826
32:0:0:0:0:0:358:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0,18372465
0,18543263
0,18419057
0,18208991
368:368:368:368:368:368:374:368:368,18273441
0,18560148
501,17930507
32:0:0,18599709
0,18709024
128:128:128:128:128:128:128:128:128:128:128:128:439:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:0,18153277
168,17998901
0,17929230
0,18177474
160:160,18354386
227,18416418
0,18708136
0:0:0:0:0:0:383:400:400:400:400,18747065
0,18221074
0,18729526
502:496,18420362
0:0,18756094
511,18861069
0,17933874
511:255,18555952
273,17993282
32,18695555
0,18241008
446,18236201
129:129,17810217
191,18007150
1:1:255:257,18821827
256:256,18121533
0,18586596
400:400,18622320
40:0,18263622
384,18167084
336:256:263,18727871
0,18663832
130:134:511:128,18690307
0,18196297
0:0:0:0:0:0:0:0:0:0:0:6:294:0:0:0:0:0,18153677
0,18255352
0,18526295
32,18235747
502,18888980
272,18010429
0,18071448
0,18898876
30,17979815
272,17875438
318,18232753
0,18236151
0,17605969
8:0:32,18499969
0,18082491
272:272,18342949
0:166,17972842
1:9:1,17800319
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18605271
0,18283858
62,18548146
0,18553751
0,18496076
0,17868078
0,17815170
0,18216239
6,18030211
0,18183779
0:0,18875447
447:438,18499788
0,18443102
0,18650083
160,18470471
0,18499343
0,18423173
0,17916267
0:38:65:1,18046327
160:160,18110033
0,18194651
0:0,18327151
0:0,18199404
0:0:0:279:511:0,17811538
0,18757162
129,18659555
0:0:0,17822293
0,18372741
504,17994113
0,18520951
511,18858959
131,18670820
0,18265460
0,17972535
191:239:166:510:166:510:6:0:0:0:0:0:0:0:0:0,18352969
0:0,18414664
511,17873772
0:0,18084930
446:446:446:446:446:442,18387717
0,18613866
31,18687436
2:14:0:2:2:2:7,18523904
0,18614454
0,17886649
0,18053035
46:295:510,18765599
272:278:447:278:96:324:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18403148
0:374:0:0:0:0:0:0:0:0:256,18071255
0:0:0:0:0,17938659
401,18042801
511:286:511:319,18491138
0,18220996
0:0:0,18685165
0,18708292
6:0:0:14,18782395
511,18853101
272:278:278:400,18366412
0,17996777
0,18798429
0,18239177
0,18821960
0:0:0:0,18538317
0:46:294:6:0:0:358:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18856861
174,18515135
423:503:46,18769180
0,18091833
0,18875675
0,18843209
0,18763852
129:142:0,18465272
511:511,17601238
0:0,18185364
0,18678567
400:400:400:400:400:438:400,17861689
162:162:162:162:162:162:166:38:295,18199747
0,18808797
0,18204305
511,18325342
0,18411271
465,18711554
0,18634881
257,18686518
0,18466533
0,17954658
1:5,18186935
0,18503193
0,18411520
401,18317531
272,17991470
0:264,17938435
0:0,18057518
0,18118929
0,18433937
0:0:0:0:0:6:6,18638907
0:0:0:0,18838161
0,17862875
0,17897699
0,18811539
404,18866573
176,18382249
272:272:502:272:400:272:272:414:400,18013392
0,17600239
24,18689830
8:32:0,18509255
0,18595599
6:0:0:0:0:0,18577008
272:8:0:126:0:404:255:0:0:288:400:400:400:400,18686846
400:406:175:273:447:227,18499700
0,18656918
280:8:8:8:0,18419313
260,18224608
0,18670934
0:128,18433953
0,18890563
0:0:0,18092842
0,18790939
0,17865694
1:5:1:261:265,18453147
0:0,17861595
0:0:0:0:0:0:0,17977948
256,18624866
23:1:1,18643149
507,18015792
432,18477821
1:1:39:1:1:7:255:0:0:0:0:0:0:0,18871491
0,18110935
256,18391786
400:401:401:256:5:399:391:6:0:0,17908943
511,17884038
0,18558398
0:0:0:0:0:0,18356342
239:231,18667585
400:400:400:400:400:436:406,18416532
128:128:128,18486943
0:0,18008204
0,17876079
64,18353961
0,18485979
161,17872610
384:384:384:384:384:422:384,17840593
8,17981800
32,18826540
0:0:0:0,17883732
503:407:407:279:407:407:471,18033668
401,18437897
400:400:400:439:406:415:383:400:400:400:400,18731758
0:0,18759505
0:0:0,18420172
256,17970494
32:40:0:8:0:32:497:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496:496,18375559
440,17979722
280:400:0:0:6:6:287:272:272:272:272:272:272:272:272:272:272:272:272:272:272:272,18573909
162,17901933
503,17952687
272:272:272:272:272:278:286:272:272:272:272:272:272,18846476
0,18191515
160:160:160:160:0:432:502:160:0:160:160:160:0:160,18883514
0,17941946
0,18036076
400,18070923
167:129:129,18303008
8:0:0,18513579
0:0,18386097
0:0:0:0:70:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:2:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0,18247060
128:128:128:128:128:128:128:128:128:128:128:128:166:128,17982586
0,18256245
401,18019373
0,18070725
511,18562534
511,18834041
253,18590955
0,18255859
422:0,18279105
272,18675170
0,18527668
0:0:0:0,18036397
0,18208184
0:0:0,18285869
0:0:0:0,18730714
368,18453616
0,17947278
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18369606
187:164:235,17832456
129:6:0:0:0:0:0,17932263
46,18395953
272:272:272:272:272:272:272,17945081
39:1:1:39:1:1,17941058
0:0:0:0,17881151
0:0:0,18620931
0:0:0:0:0:134:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:128:0:0:0:0:0:0:0:0:0:0,18635966
0,18291693
0,18305284
352:374:352:374:96:502:238:0:0:0:0:0:0:0:0,18876447
0,18769626
0,17849766
0,18206334
174:0:0:0,18419061
38,18891650
0,17607579
0,18425022
0,18696208
509:6:14:0:132:129:129,18056703
1:129,18387744
128:128:128:128:128:390:143:128:128,18697111
0,18847145
0,18719949
432:432,18068741
226:162:162:162:166:502:502,18204134
0,18179430
0,18621624
8:0:128,18501157
272,18022669
0,18394199
368:368:368:368,18765900
0:8,18406407
0:0,18541541
8,18421038
272:272:272:272:272:278:286:272,18658646
160:160:272:276:14:6:95:272:272:272:272:272:272,18574159
0,17981752
128,18241402
0:2:0:0:14:414:14,17604749
8,18689853
0,17968172
294,18892401
272:272:286:1,18816120
0:0:0:0:128,17935978
32:6:1,18893071
166,17929130
336:287:510,18574712
40:511:511:4:128,18493921
0,18488721
0:0,18375352
256,18076221
0,17882498
0,18651024
257:257:191:191:1,18127097
0,18004189
0:0:0:0:0:0,18103386
511,18687232
0,17846985
0:0:0:0:0:0:0:0:0:0:0:2:6:0:0:0:0:0:0:0:0:0,18162826
8,18433827
0,17810999
2,18523275
8,18533233
511,17873739
0,18223454
446:446,18524816
0,18788077
0,17853696
0,17903130
406:46:46,18657752
401,17974065
0:0:0:0:0:0:0:0:0,18203114
0:0:40,17902009
160:160:160:160:132:390:143:128:128,18697729
384,18048312
135:129,18085881
0,17606031
0,17910584
336,18291928
0,18721927
502,18471180
255:239:239:438:400:436,18451738
0,18679620
511,18526445
174:6:0:14:0:0,18732442
128:128:128:128:128:132:38:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:0,18731969
0,18514625
15:0:0,18654147
0,18762758
318,18240267
166:128,18262955
0:0:0:0:0:0:95:400:400:400:400,18615065
0,18483531
32,18383017
0,18111456
38,18224281
1:1:102:0:102:262:103:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18300626
128,18066334
511:368:368:368:382:382,17974477
384:384:384:384:422,17830484
0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0,18443570
160,17921587
0,18541566
0,18275402
38:38:38:38:6:0:0:0:0:0:0:0:0:0:0:0,18631534
0:40:8:1,18779153
0,18118635
96,17603925
0:0:0:0,18579691
0,18859822
0:0:8:8:6:1:1:1,17975405
400:400,18435540
8,18783469
501,17922840
0,18727056
0:0:0:0:0:0:0:0:0:108:96:436:38:128,17847392
32,17836431
46,18211182
0,18489441
0,18006686
134:0,18409419
0,18718999
318,18237746
276:38,18885063
0,18508329
432,17836196
511,18611399
0:0:0:0,18221889
4:0:0:0:0:0,18636370
511:511:511:102:32,18518177
15:0:0,18395175
0,17974190
0,17925899
0:0:0:0:0:0:0:0:0:0:0:0:4:0:0:0:0,18033583
0,18690206
0,18231776
0:0,18851752
0,18821134
0,18150801
272:287:6:0:0:310:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18373427
0,18761534
0,17972605
511,18464006
32,18214457
0:0,18125971
0,18553013
260:0:4:0:0,18754812
0,18082814
191:191,18713668
38:32:32:175:447:447:166:160:160:160:160:160:160:160:166:160,18712644
0:0:0:0,18780655
64:6:4:6:165,18718000
160,18315879
401,18208822
0,18486883
432:38:0,18298874
272:287:447:432:432,18342670
415,18600345
0,17986415
0:0,17898059
0:0:0:0:0,18152305
30,17895477
336:336:0:108:0,18585492
0:0,18516346
0,18074673
0,18831304
0,17957130
0:0,18854134
0,18390585
0,18036043
0:0:0:0:0:0:0:0:0:0:0:32:135:129,18058012
128:128:128:511:128:128:128:128:128:128:128:390:70:0:0:0:0:0:0:0:0:0:0:0,18198119
40:0:8:0:0:2:2:2:2:2:2:2:2:0,18547843
0,18625119
511,18352156
6:0:0:0:0:0,18335650
276:273:273:272,18364498
0,18535232
0,18255883
511,18581988
0,18093301
0:0,17818997
511,18450306
6,18790101
0:430:108:0,18887664
160:160,18267053
7,18523079
0,18796064
0:0:0:0:0:0:0:391:385:385:385:447:446,18045644
511:407:415,17878804
0,18807925
161:165:165:175:164:404:174:0:0:0:0:0:0:0:0:0:0:0:128,18642282
0,18144791
0:0:0:0:0:0,17881985
8:0,18865433
368,18742129
0,18811483
230:324:6:0,18765451
134:134:134:134:134:390:166:130:130:130:130:130:130,18726351
0,18272527
0,18587517
511,18563709
1:1:1:1:1:1:511,18475010
255:239:226,18592519
0,17828184
471:407:471:273,17854540
0,18532793
0:0,18176532
135:129,18119448
0,18039560
0:0,18663174
0:8:0,18378019
38,18109302
406:406,18763839
162:162:160,18828904
160,17926670
0,18646176
128:128:128:407:407:471:471:407:401,18220420
0,18234895
272,18222569
24,18137585
0,18778407
496:276:496:415:415,18360480
511:46,18524251
272:272,18152419
0,18658875
336:368:310,18410411
0:0:0:0,18167370
257:257,18001448
0,18868489
511,18862005
0,18242709
376:324,18376109
0,18855963
0:0:0:279:407:471:407:471:401,18206951
432:432:432:432:438:447:191:128:128,18716677
257:257:511:191:1:1:1:511:191:257:257:261:311:256:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256,18203692
0:0,18879804
0,18440963
0:32:0:272:0:4:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18252164
0:0,18715910
0,18096635
40:0,18372803
0,18694772
0,17996647
382:256:256,18594547
26,18312092
0,18486476
0,18262941
0:0:0:0,18000323
0,18694549
0,18722734
160,18748179
257,17832351
0,18572741
0,18658464
0,17833891
0:8:0,18425471
1,18035198
0,18567335
0:0:142:0,18453065
128,18219311
131:135:131,18266928
0,18808539
336:336:0:0,18455899
0,17831501
0:0:0:0:0:0:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18328196
279,18145887
0,18662969
0,18584698
0,17988535
407:471:407:471:407:471:471:407:401,17872798
108:460:447,18369941
2:0:0:0:0:0:0:0:0:128:0:0,17961935
272:272:272:272:272:278:286:272:272:272:272:272:272:272:272:272:272:272:272,18868833
272,18873073
0:0,18644509
